gdsn_attribute_name,gdsn_occurrences,gdsn_bms_ids,gdsn_data_type,gdsn_code_list,proposed_webvoc_property,proposed_webvoc_label,proposed_webvoc_range,match_percentage,suggestion_status,auto_emit,match_reasons,second_candidate,second_percentage,third_candidate,third_percentage,source_versions,review_note,review_consensus_status,reviewer_count,accept_count,needs_human_review_count,reject_count,no_equivalent_count,mean_reviewer_confidence,reviewer_decisions,recommended_action
maximumTemperature/@temperatureMeasurementUnitCode,1,3821,TemperatureMeasurementUnitCode,TemperatureMeasurementUnitCode,gs1:unitCode,Measurement Unit,xsd:string,60.0,review_candidate,false,"matige naamgelijkenis (55%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:maximumDiscountAmount,20.1,gs1:maximumOptimumConsumptionTemperature,19.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,66.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
meshSizeCode,1,2848,MeshSizeCode,MeshSizeCode,gs1:sizeCode,Size Code,gs1:SizeCodeDetails,63.5,review_candidate,false,sterke naamgelijkenis (75%); gedeelde termen: size; datatype/range broadly compatible; codelijstsignaal,gs1:sizeCodeValue,51.5,gs1:size,42.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,64.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
minimumFishMeatPoultryContent,1,900,Measurement,,gs1:minimumMeatPoultryContent,Minimum Meat Poultry Content,gs1:QuantitativeValue,63.3,review_candidate,false,"sterke naamgelijkenis (84%); gedeelde termen: content, meat, minimum, poultry; definitie-overlap: amount, beverage, contained, expressed, fish, food, measurement, meat; datatype/range conflict; maateenheidssignaal",gs1:minimumFishContent,50.5,gs1:meatPoultryType,42.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,72.8,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
minimumOptimumConsumptionTemperature,1,1373,Measurement,,gs1:minimumOptimumConsumptionTemperature,Minimum Optimum Consumption Temperature,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumption, minimum, optimum, temperature; definitie-overlap: based, drinking, experience, individual, limit, lower, optimum, producer; datatype/range conflict",gs1:maximumOptimumConsumptionTemperature,55.1,gs1:preparationConsumptionPrecautions,20.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
minimumTemperature/@temperatureMeasurementUnitCode,1,3827,TemperatureMeasurementUnitCode,TemperatureMeasurementUnitCode,gs1:unitCode,Measurement Unit,xsd:string,60.0,review_candidate,false,"matige naamgelijkenis (55%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:minimumDiscountAmount,20.1,gs1:minimumOptimumConsumptionTemperature,19.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,66.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
mountLocationDescription,1,1140,Description500,,gs1:locationDescription,Location Description,rdf:langString,74.2,review_candidate,false,"sterke naamgelijkenis (86%); gedeelde termen: description, location; datatype/range broadly compatible",gs1:location,40.9,gs1:colourDescription,34.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,1,2,1,0,77.8,antigravity=needs_human_review | gemini=accept | deepresearch=reject | chatgpt=needs_human_review,Keep review-only; resolve conflicting semantics or target property.
mountLocationDescription/@languageCode,1,1141,LanguageCode,LanguageCode,gs1:locationDescription,Location Description,rdf:langString,61.3,review_candidate,false,"matige naamgelijkenis (64%); gedeelde termen: description, location; datatype/range broadly compatible",gs1:exclusionDescription,33.7,gs1:fileLanguageCode,33.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,83.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
nestingIncrement/@measurementUnitCode,1,3768,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.5,review_candidate,false,"matige naamgelijkenis (62%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.1,gs1:nutrientMeasurementPrecision,17.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
netWeight,2,3779 | 5470,Measurement,,gs1:netWeight,Net weight,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: net, weight; definitie-overlap: all, packaging, weight; datatype/range conflict; maateenheidssignaal",gs1:grossWeight,29.8,gs1:drainedWeight,25.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,3,0,1,0,98.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=reject,Keep review-only; resolve conflicting semantics or target property.
netWeight/@measurementUnitCode,2,3780 | 5471,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,64.3,review_candidate,false,"matige naamgelijkenis (67%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:netWeight,41.1,gs1:nutrientBasisQuantityType,18.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,3,2,1,0,0,81.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=accept,Keep review-only until remaining reviewer concerns are resolved.
nonfoodIngredientName,1,1635,string,,gs1:ingredientName,Ingredient Name,rdf:langString,61.0,review_candidate,false,sterke naamgelijkenis (77%); gedeelde termen: ingredient; datatype/range broadly compatible,gs1:ingredient,45.7,gs1:ingredientStatement,32.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,68.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
nonfoodIngredientOfConcernCode,1,1628,NonfoodIngredientOfConcernCode,NonfoodIngredientOfConcernCode,gs1:ingredientOfConcern,Ingredient of Concern,rdf:langString,67.4,review_candidate,false,"sterke naamgelijkenis (76%); gedeelde termen: concern, ingredient; definitie-overlap: concern, ingredient; datatype/range broadly compatible",gs1:ingredient,38.6,gs1:ingredientName,29.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,66.3,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
nonfoodIngredientStatement,1,1623,FormattedDescription5000,,gs1:ingredientStatement,Ingredient Statement,rdf:langString,75.8,review_candidate,false,"sterke naamgelijkenis (82%); gedeelde termen: ingredient, statement; definitie-overlap: constituent, information, ingredient, make, specified, up; datatype/range broadly compatible",gs1:ingredient,42.8,gs1:ingredientName,30.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,79.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
numberOfServingsPerPackage,1,1364,decimal,,gs1:numberOfServingsPerPackage,Number of Servings Per Package,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: package, per, servings; definitie-overlap: contained, package, servings, total; datatype/range compatible",gs1:numberOfServingsPerPackageMeasurementPrecision,73.0,gs1:inPackageDepth,30.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
numberOfServingsPerPackageMeasurementPrecisionCode,1,1365,MeasurementPrecisionCode,MeasurementPrecisionCode,gs1:numberOfServingsPerPackageMeasurementPrecision,Number of Servings Per Package Measurement Precision,gs1:MeasurementPrecisionCode,82.3,review_candidate,false,"sterke naamgelijkenis (96%); gedeelde termen: measurement, package, per, precision, servings; definitie-overlap: package, servings; datatype/range conflict; maateenheidssignaal",gs1:numberOfServingsPerPackage,58.5,gs1:numberOfServingsRangeDescription,32.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,0,0,0,87.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=alternative gs1:numberOfServingsPerPackage: needs_human_review,Eligible for human promotion review; structure and codelists still required.
numberOfServingsPerPackageMeasurementPrecisionCode/@codeListAgencyName,1,5625,string,,gs1:numberOfServingsPerPackageMeasurementPrecision,Number of Servings Per Package Measurement Precision,gs1:MeasurementPrecisionCode,60.1,review_candidate,false,"sterke naamgelijkenis (82%); gedeelde termen: measurement, package, per, precision, servings; datatype/range conflict; maateenheidssignaal",gs1:numberOfServingsPerPackage,37.2,gs1:nutrientMeasurementPrecision,19.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,1,0,0,67.5,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=alternative gs1:numberOfServingsPerPackage: no_equivalent,Keep review-only; authoritative standards review required.
numberOfServingsRangeDescription,1,1367,Description500,,gs1:numberOfServingsRangeDescription,Number of Servings Range Description,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: description, range, servings; definitie-overlap: contained, range, servings, text; datatype/range broadly compatible",gs1:servingSizeDescription,36.2,gs1:locationDescription,33.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
numberOfServingsRangeDescription/@languageCode,1,1368,LanguageCode,LanguageCode,gs1:numberOfServingsRangeDescription,Number of Servings Range Description,rdf:langString,67.1,review_candidate,false,"sterke naamgelijkenis (85%); gedeelde termen: description, range, servings; datatype/range broadly compatible",gs1:fileLanguageCode,30.9,gs1:locationDescription,28.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,85.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
nutrientBasisQuantity,1,1714,Measurement,,gs1:nutrientBasisQuantity,Nutrient Basis Quantity,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: basis, nutrient, quantity; definitie-overlap: basis, example, nutrient, per; datatype/range conflict; maateenheidssignaal",gs1:nutrientBasisQuantityType,86.8,gs1:fatPerNutrientBasis,50.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,0,0,0,99.3,antigravity=accept | gemini=accept | deepresearch=alternative gs1:fatPerNutrientBasis: needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
nutrientBasisQuantityDescription,1,5872,Description500,,gs1:nutrientBasisQuantity,Nutrient Basis Quantity,gs1:QuantitativeValue,62.9,review_candidate,false,"sterke naamgelijkenis (78%); gedeelde termen: basis, nutrient, quantity; definitie-overlap: 100, basis, example, information, nutrient, per, quantity; datatype/range conflict",gs1:nutrientBasisQuantityType,53.8,gs1:fatPerNutrientBasis,44.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,1,0,0,68.5,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=alternative gs1:nutrientBasisQuantityType: no_equivalent,Keep review-only; authoritative standards review required.
nutrientBasisQuantityTypeCode,1,1716,NutrientBasisQuantityTypeCode,NutrientBasisQuantityTypeCode,gs1:nutrientBasisQuantityType,Nutrient Basis Quantity Type Code,gs1:NutrientBasisQuantityCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: basis, nutrient, quantity; definitie-overlap: container, example, measurement, quantity, serving, size; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantity,71.1,gs1:fatPerNutrientBasis,39.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
nutrientBasisQuantityTypeCode/@codeListAgencyName,1,5641,string,,gs1:nutrientBasisQuantityType,Nutrient Basis Quantity Type Code,gs1:NutrientBasisQuantityCode,64.1,review_candidate,false,"sterke naamgelijkenis (78%); gedeelde termen: basis, nutrient, quantity; datatype/range broadly compatible",gs1:nutrientBasisQuantity,48.1,gs1:energyPerNutrientBasis,25.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,1,1,0,1,78.0,antigravity=needs_human_review | gemini=accept | deepresearch=alternative gs1:energyPerNutrientBasis: no_equivalent | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
organicCertificationIdentification,2,5879 | 5883,string,,gs1:certificationIdentification,Certification Identification,xsd:string,76.2,review_candidate,false,"sterke naamgelijkenis (83%); gedeelde termen: certification, identification; definitie-overlap: certification, confirm, issued, passed; datatype/range broadly compatible",gs1:certification,50.8,gs1:certificationType,41.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,70.3,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
organicClaimAgencyCode,2,1246 | 1304,OrganicClaimAgencyCode,OrganicClaimAgencyCode,gs1:organicClaimAgency,Organic Claim Agency Code,gs1:OrganicClaimAgencyCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: agency, claim, organic; definitie-overlap: body, creates, governing, maintains, organic, products, related, standards; datatype/range broadly compatible",gs1:organicClaim,62.5,gs1:organicPercentClaim,24.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
organicClaimAgencyCode/@codeListAgencyName,2,5679 | 5680,string,,gs1:organicClaimAgency,Organic Claim Agency Code,gs1:OrganicClaimAgencyCode,64.2,review_candidate,false,"sterke naamgelijkenis (77%); gedeelde termen: agency, claim, organic; datatype/range broadly compatible",gs1:organicClaim,46.1,gs1:sizeCodeListCode,23.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,78.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
organicClaimAgencyName,2,6154 | 6155,string,,gs1:organicClaimAgency,Organic Claim Agency Code,gs1:OrganicClaimAgencyCode,78.0,review_candidate,false,"sterke naamgelijkenis (89%); gedeelde termen: agency, claim, organic; datatype/range broadly compatible",gs1:organicClaim,62.5,gs1:organicPercentClaim,24.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,76.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
organicClaimAgencyTypeCode,2,5874 | 5876,OrganicClaimAgencyTypeCode,OrganicClaimAgencyTypeCode,gs1:organicClaimAgency,Organic Claim Agency Code,gs1:OrganicClaimAgencyCode,77.6,review_candidate,false,"sterke naamgelijkenis (82%); gedeelde termen: agency, claim, organic; definitie-overlap: organic, standards; datatype/range broadly compatible",gs1:organicClaim,59.5,gs1:organicPercentClaim,23.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,79.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
organicPercentClaim,2,1247 | 1305,decimal,,gs1:organicPercentClaim,Organic Percent Claim,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: claim, organic, percent; definitie-overlap: actual, claimed, materials, organic, per, percent, usually, weight; datatype/range compatible",gs1:organicClaim,37.7,gs1:organicClaimAgency,26.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
packagingDepth/@measurementUnitCode,1,2200,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,61.5,review_candidate,false,"matige naamgelijkenis (59%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:packaging,35.0,gs1:packagingType,30.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
packagingFeatureCode,1,2166,PackagingFeatureCode,PackagingFeatureCode,gs1:packagingFeature,Packaging Feature,gs1:PackagingFeatureCode,87.2,review_candidate,false,"sterke naamgelijkenis (88%); gedeelde termen: feature, packaging; definitie-overlap: affect, composition, consumer, core, do, feature, features, modify; datatype/range broadly compatible",gs1:packaging,52.9,gs1:packagingType,40.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,90.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
packagingFunctionCode,1,2167,PackagingFunctionCode,PackagingFunctionCode,gs1:packagingFunction,Packaging Function,gs1:PackagingFunctionCode,87.0,review_candidate,false,"sterke naamgelijkenis (88%); gedeelde termen: function, packaging; definitie-overlap: features, functionality, packaging, present, processes, resulting, specific; datatype/range broadly compatible",gs1:packaging,52.1,gs1:packagingType,40.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,90.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
packagingHeight/@measurementUnitCode,1,2202,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,61.0,review_candidate,false,"matige naamgelijkenis (58%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:packaging,34.6,gs1:packagingType,30.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
packagingMarkedLabelAccreditationCode,1,2312,PackagingMarkedLabelAccreditationCode,PackagingMarkedLabelAccreditationCode,gs1:packagingMarkedLabelAccreditation,Accreditation Code,gs1:PackagingMarkedLabelAccreditationCode,84.2,review_candidate,false,"sterke naamgelijkenis (94%); gedeelde termen: accreditation, label, marked, packaging; definitie-overlap: does, marking, markings, regulatory; datatype/range broadly compatible",gs1:packagingMarkedDietAllergenType,36.7,gs1:packagingMarkedFreeFrom,35.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,1,0,0,85.3,antigravity=accept | gemini=accept | deepresearch=alternative gs1:replacedByProduct: no_equivalent | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
packagingMarkedLabelAccreditationCode/@codeListAgencyName,1,5697,string,,gs1:packagingMarkedLabelAccreditation,Accreditation Code,gs1:PackagingMarkedLabelAccreditationCode,65.0,review_candidate,false,"sterke naamgelijkenis (76%); gedeelde termen: accreditation, label, marked, packaging; datatype/range broadly compatible",gs1:packaging,27.8,gs1:packagingMarkedFreeFrom,25.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,78.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
packagingMaterialAdhesiveTypeCode,1,8536,PackagingMaterialAdhesiveTypeCode,PackagingMaterialAdhesiveTypeCode,gs1:packagingMaterial,Has Packaging Material Details,gs1:PackagingMaterialDetails,60.0,review_candidate,false,"matige naamgelijkenis (65%); gedeelde termen: material, packaging; definitie-overlap: material, packaging; datatype/range broadly compatible",gs1:packagingMaterialType,58.7,gs1:packaging,40.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,1,0,0,67.5,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=alternative gs1:packagingMaterialType: needs_human_review,Keep review-only; authoritative standards review required.
packagingMaterialCompositionQuantity,2,2214 | 2238,Measurement,,gs1:packagingMaterialCompositionQuantity,Packaging Material Composition Quantity,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: composition, material, packaging, quantity; definitie-overlap: can, country, material, packaging, quantity, surface, vary, volume; datatype/range conflict; maateenheidssignaal",gs1:packagingMaterial,56.2,gs1:packaging,41.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
packagingMaterialDensity,1,8648,Measurement,,gs1:packagingMaterial,Has Packaging Material Details,gs1:PackagingMaterialDetails,64.0,review_candidate,false,"sterke naamgelijkenis (81%); gedeelde termen: material, packaging; definitie-overlap: material, packaging; datatype/range broadly compatible",gs1:packagingMaterialType,51.5,gs1:packaging,45.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,0,2,0,1,64.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
packagingMaterialDescription,2,2453 | 2620,Description80,,gs1:packagingMaterial,Has Packaging Material Details,gs1:PackagingMaterialDetails,67.8,review_candidate,false,"sterke naamgelijkenis (73%); gedeelde termen: material, packaging; definitie-overlap: material, packaging; datatype/range broadly compatible",gs1:textileMaterialDescription,53.8,gs1:packagingMaterialType,52.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,1,1,0,1,69.3,antigravity=needs_human_review | gemini=accept | deepresearch=alternative gs1:textileMaterialDescription: needs_human_review | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
packagingMaterialElementCode,1,7115,PackagingMaterialElementCode,PackagingMaterialElementCode,gs1:packagingMaterial,Has Packaging Material Details,gs1:PackagingMaterialDetails,60.9,review_candidate,false,"sterke naamgelijkenis (73%); gedeelde termen: material, packaging; definitie-overlap: material, packaging; datatype/range broadly compatible",gs1:packagingMaterialType,54.0,gs1:packaging,43.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,63.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
packagingMaterialRecyclingSchemeCode,1,7117,PackagingRecyclingSchemeCode,PackagingRecyclingSchemeCode,gs1:packagingRecyclingScheme,Packaging Recycling Scheme,gs1:PackagingRecyclingSchemeCode,61.7,review_candidate,false,"matige naamgelijkenis (70%); gedeelde termen: packaging, recycling, scheme; definitie-overlap: applies, deposit, fall, packaging, recyclable, recycled, recycling, scheme; datatype/range broadly compatible",gs1:packagingMaterial,51.5,gs1:packagingMaterialType,45.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,70.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
packagingMaterialThickness,2,2218 | 2240,Measurement,,gs1:packagingMaterialThickness,Packaging Material Thickness,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: material, packaging, thickness; definitie-overlap: material, packaging, thickness; datatype/range conflict",gs1:packagingMaterial,69.2,gs1:packagingMaterialType,54.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
packagingMaterialTypeCode,4,2206 | 2237 | 2455 | 2622,PackagingMaterialTypeCode,PackagingMaterialTypeCode,gs1:packagingMaterialType,Packaging Material Type,gs1:PackagingMaterialTypeCode,93.4,strong_candidate,false,"sterke naamgelijkenis (90%); gedeelde termen: material, packaging; definitie-overlap: example, glass, materials, packaging, plastic, used; datatype/range broadly compatible; codelijstsignaal",gs1:packagingMaterial,67.8,gs1:packaging,52.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,94.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
